,type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
934,Order granted,2011,2,Adoption,Foreign,Sole applicant,Male,5-9 years,18
935,Order granted,2011,2,Adoption,Foreign,Step parent,Female,10-14 years,18
936,Order granted,2011,2,Adoption,Foreign,Step parent,Female,15-17 years,6
937,Order granted,2011,2,Adoption,Foreign,Step parent,Male,1-4 years,3
938,Order granted,2011,2,Adoption,Foreign,Step parent,Male,10-14 years,3
939,Order granted,2011,2,Adoption,Foreign,Step parent,Male,15-17 years,3
940,Order granted,2011,2,Adoption,Foreign,Step parent,Male,5-9 years,9
941,Order granted,2011,2,Adoption,Foreign,Step parent,Male,Other,3
942,Order granted,2011,3,Adoption,Foreign,M/F couple,Female,1-4 years,33
943,Order granted,2011,3,Adoption,Foreign,M/F couple,Female,15-17 years,3
944,Order granted,2011,3,Adoption,Foreign,M/F couple,Female,5-9 years,9
945,Order granted,2011,3,Adoption,Foreign,M/F couple,Male,1-4 years,33
946,Order granted,2011,3,Adoption,Foreign,M/F couple,Male,10-14 years,12
947,Order granted,2011,3,Adoption,Foreign,M/F couple,Male,5-9 years,21
948,Order granted,2011,3,Adoption,Foreign,Other or not stated,Female,1-4 years,9
949,Order granted,2011,3,Adoption,Foreign,Same sex couple,Female,10-14 years,3
950,Order granted,2011,3,Adoption,Foreign,Sole applicant,Female,1-4 years,3
951,Order granted,2011,3,Adoption,Foreign,Sole applicant,Female,10-14 years,9
952,Order granted,2011,3,Adoption,Foreign,Sole applicant,Female,5-9 years,3
953,Order granted,2011,3,Adoption,Foreign,Sole applicant,Male,10-14 years,3
954,Order granted,2011,3,Adoption,Foreign,Sole applicant,Male,15-17 years,3
955,Order granted,2011,3,Adoption,Foreign,Sole applicant,Male,5-9 years,6
956,Order granted,2011,3,Adoption,Foreign,Step parent,Female,10-14 years,15
957,Order granted,2011,3,Adoption,Foreign,Step parent,Female,15-17 years,12
958,Order granted,2011,3,Adoption,Foreign,Step parent,Female,5-9 years,9
959,Order granted,2011,3,Adoption,Foreign,Step parent,Female,Other,3
960,Order granted,2011,3,Adoption,Foreign,Step parent,Male,10-14 years,24
961,Order granted,2011,3,Adoption,Foreign,Step parent,Male,15-17 years,9
962,Order granted,2011,3,Adoption,Foreign,Step parent,Male,5-9 years,12
963,Order granted,2011,4,Adoption,Foreign,M/F couple,Female,1-4 years,39
964,Order granted,2011,4,Adoption,Foreign,M/F couple,Female,5-9 years,9
965,Order granted,2011,4,Adoption,Foreign,M/F couple,Female,<1 year,3
966,Order granted,2011,4,Adoption,Foreign,M/F couple,Male,1-4 years,36
967,Order granted,2011,4,Adoption,Foreign,M/F couple,Male,5-9 years,3
968,Order granted,2011,4,Adoption,Foreign,M/F couple,Male,<1 year,3
969,Order granted,2011,4,Adoption,Foreign,Sole applicant,Female,1-4 years,3
970,Order granted,2011,4,Adoption,Foreign,Sole applicant,Female,10-14 years,6
971,Order granted,2011,4,Adoption,Foreign,Sole applicant,Female,15-17 years,9
972,Order granted,2011,4,Adoption,Foreign,Sole applicant,Female,5-9 years,9
973,Order granted,2011,4,Adoption,Foreign,Sole applicant,Male,1-4 years,6
974,Order granted,2011,4,Adoption,Foreign,Sole applicant,Male,10-14 years,3
975,Order granted,2011,4,Adoption,Foreign,Sole applicant,Male,15-17 years,18
976,Order granted,2011,4,Adoption,Foreign,Sole applicant,Male,5-9 years,6
977,Order granted,2011,4,Adoption,Foreign,Step parent,Female,1-4 years,3
978,Order granted,2011,4,Adoption,Foreign,Step parent,Female,10-14 years,15
979,Order granted,2011,4,Adoption,Foreign,Step parent,Female,15-17 years,9
980,Order granted,2011,4,Adoption,Foreign,Step parent,Female,5-9 years,3
981,Order granted,2011,4,Adoption,Foreign,Step parent,Male,10-14 years,9
982,Order granted,2011,4,Adoption,Foreign,Step parent,Male,15-17 years,6
983,Order granted,2012,1,Adoption,Foreign,M/F couple,Female,1-4 years,39
984,Order granted,2012,1,Adoption,Foreign,M/F couple,Female,10-14 years,6
985,Order granted,2012,1,Adoption,Foreign,M/F couple,Female,5-9 years,6
986,Order granted,2012,1,Adoption,Foreign,M/F couple,Female,<1 year,3
987,Order granted,2012,1,Adoption,Foreign,M/F couple,Male,1-4 years,12
988,Order granted,2012,1,Adoption,Foreign,M/F couple,Male,10-14 years,3
989,Order granted,2012,1,Adoption,Foreign,M/F couple,Male,15-17 years,3
990,Order granted,2012,1,Adoption,Foreign,M/F couple,Male,5-9 years,9
991,Order granted,2012,1,Adoption,Foreign,M/F couple,Male,Other,3
992,Order granted,2012,1,Adoption,Foreign,Same sex couple,Female,5-9 years,3
993,Order granted,2012,1,Adoption,Foreign,Sole applicant,Female,1-4 years,6
994,Order granted,2012,1,Adoption,Foreign,Sole applicant,Female,10-14 years,6
995,Order granted,2012,1,Adoption,Foreign,Sole applicant,Female,15-17 years,6
996,Order granted,2012,1,Adoption,Foreign,Sole applicant,Female,5-9 years,6
997,Order granted,2012,1,Adoption,Foreign,Sole applicant,Male,1-4 years,6
998,Order granted,2012,1,Adoption,Foreign,Sole applicant,Male,15-17 years,3
999,Order granted,2012,1,Adoption,Foreign,Step parent,Female,10-14 years,9
1000,Order granted,2012,1,Adoption,Foreign,Step parent,Female,15-17 years,12
1001,Order granted,2012,1,Adoption,Foreign,Step parent,Female,5-9 years,6
1002,Order granted,2012,1,Adoption,Foreign,Step parent,Male,10-14 years,9
1003,Order granted,2012,1,Adoption,Foreign,Step parent,Male,15-17 years,3
1004,Order granted,2012,1,Adoption,Foreign,Step parent,Male,5-9 years,3
1005,Order granted,2012,1,Adoption,Foreign,Step parent,Male,Other,3
1006,Order granted,2012,2,Adoption,Foreign,M/F couple,Female,1-4 years,39
1007,Order granted,2012,2,Adoption,Foreign,M/F couple,Female,10-14 years,3
1008,Order granted,2012,2,Adoption,Foreign,M/F couple,Female,5-9 years,9
1009,Order granted,2012,2,Adoption,Foreign,M/F couple,Male,1-4 years,18
1010,Order granted,2012,2,Adoption,Foreign,Sole applicant,Female,1-4 years,6
1011,Order granted,2012,2,Adoption,Foreign,Sole applicant,Female,10-14 years,12
1012,Order granted,2012,2,Adoption,Foreign,Sole applicant,Female,5-9 years,15
1013,Order granted,2012,2,Adoption,Foreign,Sole applicant,Male,1-4 years,9
1014,Order granted,2012,2,Adoption,Foreign,Sole applicant,Male,10-14 years,9
1015,Order granted,2012,2,Adoption,Foreign,Sole applicant,Male,5-9 years,3
1016,Order granted,2012,2,Adoption,Foreign,Step parent,Female,10-14 years,6
1017,Order granted,2012,2,Adoption,Foreign,Step parent,Female,15-17 years,6
1018,Order granted,2012,2,Adoption,Foreign,Step parent,Female,5-9 years,9
1019,Order granted,2012,2,Adoption,Foreign,Step parent,Male,10-14 years,3
1020,Order granted,2012,3,Adoption,Foreign,M/F couple,Female,1-4 years,27
1021,Order granted,2012,3,Adoption,Foreign,M/F couple,Female,10-14 years,6
1022,Order granted,2012,3,Adoption,Foreign,M/F couple,Female,5-9 years,3
1023,Order granted,2012,3,Adoption,Foreign,M/F couple,Male,1-4 years,6
1024,Order granted,2012,3,Adoption,Foreign,M/F couple,Male,15-17 years,3
1025,Order granted,2012,3,Adoption,Foreign,M/F couple,Male,5-9 years,3
1026,Order granted,2012,3,Adoption,Foreign,Other or not stated,Female,1-4 years,3
1027,Order granted,2012,3,Adoption,Foreign,Sole applicant,Female,1-4 years,9
1028,Order granted,2012,3,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1029,Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1030,Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,10-14 years,3
1031,Order granted,2012,3,Adoption,Foreign,Sole applicant,Male,15-17 years,9
1032,Order granted,2012,3,Adoption,Foreign,Step parent,Female,10-14 years,15
1033,Order granted,2012,3,Adoption,Foreign,Step parent,Female,15-17 years,6
1034,Order granted,2012,3,Adoption,Foreign,Step parent,Male,1-4 years,3
1035,Order granted,2012,3,Adoption,Foreign,Step parent,Male,10-14 years,6
1036,Order granted,2012,3,Adoption,Foreign,Step parent,Male,15-17 years,6
1037,Order granted,2012,3,Adoption,Foreign,Step parent,Male,5-9 years,6
1038,Order granted,2012,4,Adoption,Foreign,M/F couple,Female,1-4 years,24
1039,Order granted,2012,4,Adoption,Foreign,M/F couple,Female,10-14 years,3
1040,Order granted,2012,4,Adoption,Foreign,M/F couple,Female,15-17 years,3
1041,Order granted,2012,4,Adoption,Foreign,M/F couple,Female,5-9 years,15
1042,Order granted,2012,4,Adoption,Foreign,M/F couple,Male,1-4 years,27
1043,Order granted,2012,4,Adoption,Foreign,M/F couple,Male,5-9 years,3
1044,Order granted,2012,4,Adoption,Foreign,M/F couple,Male,<1 year,3
1045,Order granted,2012,4,Adoption,Foreign,Other or not stated,Male,15-17 years,3
1046,Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1047,Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,10-14 years,12
1048,Order granted,2012,4,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1049,Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,1-4 years,9
1050,Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,10-14 years,3
1051,Order granted,2012,4,Adoption,Foreign,Sole applicant,Male,15-17 years,3
1052,Order granted,2012,4,Adoption,Foreign,Step parent,Female,10-14 years,15
1053,Order granted,2012,4,Adoption,Foreign,Step parent,Female,15-17 years,9
1054,Order granted,2012,4,Adoption,Foreign,Step parent,Female,5-9 years,3
1055,Order granted,2012,4,Adoption,Foreign,Step parent,Male,10-14 years,6
1056,Order granted,2012,4,Adoption,Foreign,Step parent,Male,15-17 years,6
1057,Order granted,2013,1,Adoption,Foreign,M/F couple,Female,1-4 years,15
1058,Order granted,2013,1,Adoption,Foreign,M/F couple,Female,5-9 years,3
1059,Order granted,2013,1,Adoption,Foreign,M/F couple,Male,1-4 years,3
1060,Order granted,2013,1,Adoption,Foreign,M/F couple,Male,10-14 years,6
1061,Order granted,2013,1,Adoption,Foreign,M/F couple,Male,5-9 years,3
1062,Order granted,2013,1,Adoption,Foreign,Other or not stated,Female,1-4 years,3
1063,Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1064,Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,10-14 years,6
1065,Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,15-17 years,3
1066,Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,5-9 years,3
1067,Order granted,2013,1,Adoption,Foreign,Sole applicant,Female,Other,3
1068,Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,1-4 years,9
1069,Order granted,2013,1,Adoption,Foreign,Sole applicant,Male,5-9 years,12
1070,Order granted,2013,1,Adoption,Foreign,Step parent,Female,10-14 years,3
1071,Order granted,2013,1,Adoption,Foreign,Step parent,Female,15-17 years,12
1072,Order granted,2013,1,Adoption,Foreign,Step parent,Female,5-9 years,9
1073,Order granted,2013,1,Adoption,Foreign,Step parent,Male,10-14 years,3
1074,Order granted,2013,1,Adoption,Foreign,Step parent,Male,15-17 years,9
1075,Order granted,2013,1,Adoption,Foreign,Step parent,Male,5-9 years,12
1076,Order granted,2013,2,Adoption,Foreign,M/F couple,Female,1-4 years,30
1077,Order granted,2013,2,Adoption,Foreign,M/F couple,Female,10-14 years,3
1078,Order granted,2013,2,Adoption,Foreign,M/F couple,Female,15-17 years,3
1079,Order granted,2013,2,Adoption,Foreign,M/F couple,Female,5-9 years,12
1080,Order granted,2013,2,Adoption,Foreign,M/F couple,Male,1-4 years,18
1081,Order granted,2013,2,Adoption,Foreign,M/F couple,Male,10-14 years,3
1082,Order granted,2013,2,Adoption,Foreign,Other or not stated,Male,Other,3
1083,Order granted,2013,2,Adoption,Foreign,Sole applicant,Female,1-4 years,9
1084,Order granted,2013,2,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1085,Order granted,2013,2,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1086,Order granted,2013,2,Adoption,Foreign,Sole applicant,Male,10-14 years,18
1087,Order granted,2013,2,Adoption,Foreign,Sole applicant,Male,15-17 years,6
1088,Order granted,2013,2,Adoption,Foreign,Step parent,Female,10-14 years,9
1089,Order granted,2013,2,Adoption,Foreign,Step parent,Female,5-9 years,6
1090,Order granted,2013,2,Adoption,Foreign,Step parent,Female,Other,3
1091,Order granted,2013,2,Adoption,Foreign,Step parent,Male,10-14 years,9
1092,Order granted,2013,2,Adoption,Foreign,Step parent,Male,15-17 years,3
1093,Order granted,2013,2,Adoption,Foreign,Step parent,Male,5-9 years,6
1094,Order granted,2013,2,Adoption,Foreign,Step parent,Male,<1 year,6
1095,Order granted,2013,3,Adoption,Foreign,M/F couple,Female,1-4 years,21
1096,Order granted,2013,3,Adoption,Foreign,M/F couple,Female,10-14 years,3
1097,Order granted,2013,3,Adoption,Foreign,M/F couple,Female,5-9 years,15
1098,Order granted,2013,3,Adoption,Foreign,M/F couple,Male,1-4 years,15
1099,Order granted,2013,3,Adoption,Foreign,M/F couple,Male,5-9 years,9
1100,Order granted,2013,3,Adoption,Foreign,Same sex couple,Male,5-9 years,3
1101,Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,1-4 years,15
1102,Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,10-14 years,3
1103,Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1104,Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,5-9 years,12
1105,Order granted,2013,3,Adoption,Foreign,Sole applicant,Female,Other,3
1106,Order granted,2013,3,Adoption,Foreign,Sole applicant,Male,1-4 years,6
1107,Order granted,2013,3,Adoption,Foreign,Sole applicant,Male,10-14 years,3
1108,Order granted,2013,3,Adoption,Foreign,Sole applicant,Male,5-9 years,3
1109,Order granted,2013,3,Adoption,Foreign,Sole applicant,Male,Other,3
1110,Order granted,2013,3,Adoption,Foreign,Step parent,Female,15-17 years,12
1111,Order granted,2013,3,Adoption,Foreign,Step parent,Male,10-14 years,3
1112,Order granted,2013,3,Adoption,Foreign,Step parent,Male,5-9 years,3
1113,Order granted,2013,4,Adoption,Foreign,M/F couple,Female,1-4 years,21
1114,Order granted,2013,4,Adoption,Foreign,M/F couple,Female,15-17 years,9
1115,Order granted,2013,4,Adoption,Foreign,M/F couple,Female,5-9 years,12
1116,Order granted,2013,4,Adoption,Foreign,M/F couple,Male,1-4 years,18
1117,Order granted,2013,4,Adoption,Foreign,M/F couple,Male,5-9 years,12
1118,Order granted,2013,4,Adoption,Foreign,Other or not stated,Male,<1 year,3
1119,Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1120,Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,10-14 years,6
1121,Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1122,Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,5-9 years,3
1123,Order granted,2013,4,Adoption,Foreign,Sole applicant,Female,Other,3
1124,Order granted,2013,4,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1125,Order granted,2013,4,Adoption,Foreign,Sole applicant,Male,10-14 years,6
1126,Order granted,2013,4,Adoption,Foreign,Sole applicant,Male,5-9 years,3
1127,Order granted,2013,4,Adoption,Foreign,Step parent,Female,1-4 years,3
1128,Order granted,2013,4,Adoption,Foreign,Step parent,Female,10-14 years,6
1129,Order granted,2013,4,Adoption,Foreign,Step parent,Female,15-17 years,3
1130,Order granted,2013,4,Adoption,Foreign,Step parent,Female,5-9 years,9
1131,Order granted,2013,4,Adoption,Foreign,Step parent,Female,Other,3
1132,Order granted,2013,4,Adoption,Foreign,Step parent,Male,10-14 years,12
1133,Order granted,2013,4,Adoption,Foreign,Step parent,Male,Other,3
1134,Order granted,2014,1,Adoption,Foreign,M/F couple,Female,1-4 years,12
1135,Order granted,2014,1,Adoption,Foreign,M/F couple,Female,10-14 years,3
1136,Order granted,2014,1,Adoption,Foreign,M/F couple,Female,5-9 years,9
1137,Order granted,2014,1,Adoption,Foreign,M/F couple,Male,1-4 years,12
1138,Order granted,2014,1,Adoption,Foreign,M/F couple,Male,5-9 years,6
1139,Order granted,2014,1,Adoption,Foreign,M/F couple,Male,Other,6
1140,Order granted,2014,1,Adoption,Foreign,Same sex couple,Male,15-17 years,3
1141,Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,10-14 years,3
1142,Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1143,Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1144,Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,Other,3
1145,Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,1-4 years,6
1146,Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,10-14 years,3
1147,Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,15-17 years,3
1148,Order granted,2014,1,Adoption,Foreign,Step parent,Female,10-14 years,6
1149,Order granted,2014,1,Adoption,Foreign,Step parent,Female,15-17 years,3
1150,Order granted,2014,1,Adoption,Foreign,Step parent,Male,1-4 years,3
1151,Order granted,2014,1,Adoption,Foreign,Step parent,Male,10-14 years,6
1152,Order granted,2014,2,Adoption,Foreign,M/F couple,Female,1-4 years,15
1153,Order granted,2014,2,Adoption,Foreign,M/F couple,Female,15-17 years,3
1154,Order granted,2014,2,Adoption,Foreign,M/F couple,Female,5-9 years,6
1155,Order granted,2014,2,Adoption,Foreign,M/F couple,Male,1-4 years,9
1156,Order granted,2014,2,Adoption,Foreign,M/F couple,Male,5-9 years,3
1157,Order granted,2014,2,Adoption,Foreign,M/F couple,Male,<1 year,3
1158,Order granted,2014,2,Adoption,Foreign,M/F couple,Male,Other,3
1159,Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1160,Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,10-14 years,12
1161,Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,15-17 years,6
1162,Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1163,Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1164,Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,10-14 years,9
1165,Order granted,2014,2,Adoption,Foreign,Step parent,Female,10-14 years,3
1166,Order granted,2014,2,Adoption,Foreign,Step parent,Female,15-17 years,6
1167,Order granted,2014,2,Adoption,Foreign,Step parent,Male,15-17 years,3
1168,Order granted,2014,2,Adoption,Foreign,Step parent,Male,5-9 years,6
1169,Order granted,2014,3,Adoption,Foreign,M/F couple,Female,1-4 years,27
1170,Order granted,2014,3,Adoption,Foreign,M/F couple,Female,5-9 years,12
1171,Order granted,2014,3,Adoption,Foreign,M/F couple,Male,1-4 years,12
1172,Order granted,2014,3,Adoption,Foreign,M/F couple,Male,10-14 years,3
1173,Order granted,2014,3,Adoption,Foreign,M/F couple,Male,15-17 years,6
1174,Order granted,2014,3,Adoption,Foreign,M/F couple,Male,5-9 years,24
1175,Order granted,2014,3,Adoption,Foreign,M/F couple,Male,Other,3
1176,Order granted,2014,3,Adoption,Foreign,Other or not stated,Female,1-4 years,3
1177,Order granted,2014,3,Adoption,Foreign,Same sex couple,Male,1-4 years,3
1178,Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,10-14 years,6
1179,Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1180,Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,5-9 years,9
1181,Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1182,Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,10-14 years,3
1183,Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,15-17 years,18
1184,Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,5-9 years,3
1185,Order granted,2014,3,Adoption,Foreign,Step parent,Female,10-14 years,12
1186,Order granted,2014,3,Adoption,Foreign,Step parent,Male,10-14 years,3
1187,Order granted,2014,3,Adoption,Foreign,Step parent,Male,15-17 years,3
1188,Order granted,2014,3,Adoption,Foreign,Step parent,Male,5-9 years,6
1189,Order granted,2014,3,Adoption,Foreign,Step parent,Male,Other,3
1190,Order granted,2014,4,Adoption,Foreign,M/F couple,Female,1-4 years,15
1191,Order granted,2014,4,Adoption,Foreign,M/F couple,Female,15-17 years,3
1192,Order granted,2014,4,Adoption,Foreign,M/F couple,Female,5-9 years,18
1193,Order granted,2014,4,Adoption,Foreign,M/F couple,Male,1-4 years,3
1194,Order granted,2014,4,Adoption,Foreign,M/F couple,Male,10-14 years,6
1195,Order granted,2014,4,Adoption,Foreign,M/F couple,Male,15-17 years,3
1196,Order granted,2014,4,Adoption,Foreign,M/F couple,Male,5-9 years,12
1197,Order granted,2014,4,Adoption,Foreign,Other or not stated,Female,15-17 years,3
1198,Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,1-4 years,6
1199,Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,10-14 years,6
1200,Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1201,Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1202,Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,10-14 years,6
1203,Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,15-17 years,3
1204,Order granted,2014,4,Adoption,Foreign,Step parent,Female,10-14 years,6
1205,Order granted,2014,4,Adoption,Foreign,Step parent,Female,15-17 years,3
1206,Order granted,2014,4,Adoption,Foreign,Step parent,Female,5-9 years,6
1207,Order granted,2014,4,Adoption,Foreign,Step parent,Female,Other,3
1208,Order granted,2014,4,Adoption,Foreign,Step parent,Male,1-4 years,3
1209,Order granted,2014,4,Adoption,Foreign,Step parent,Male,10-14 years,3
1210,Order granted,2014,4,Adoption,Foreign,Step parent,Male,15-17 years,3
1211,Order granted,2015,1,Adoption,Foreign,M/F couple,Female,1-4 years,24
1212,Order granted,2015,1,Adoption,Foreign,M/F couple,Female,10-14 years,3
1213,Order granted,2015,1,Adoption,Foreign,M/F couple,Female,5-9 years,3
1214,Order granted,2015,1,Adoption,Foreign,M/F couple,Male,1-4 years,21
1215,Order granted,2015,1,Adoption,Foreign,M/F couple,Male,10-14 years,3
1216,Order granted,2015,1,Adoption,Foreign,M/F couple,Male,15-17 years,3
1217,Order granted,2015,1,Adoption,Foreign,M/F couple,Male,5-9 years,9
1218,Order granted,2015,1,Adoption,Foreign,Other or not stated,Female,1-4 years,3
1219,Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,10-14 years,6
1220,Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,15-17 years,6
1221,Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,5-9 years,3
1222,Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,10-14 years,6
1223,Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,15-17 years,3
1224,Order granted,2015,1,Adoption,Foreign,Step parent,Female,10-14 years,6
1225,Order granted,2015,1,Adoption,Foreign,Step parent,Female,5-9 years,6
1226,Order granted,2015,1,Adoption,Foreign,Step parent,Female,Other,3
1227,Order granted,2015,1,Adoption,Foreign,Step parent,Male,10-14 years,3
1228,Order granted,2015,1,Adoption,Foreign,Step parent,Male,15-17 years,3
1229,Order granted,2015,1,Adoption,Foreign,Step parent,Male,5-9 years,6
1230,Order granted,2015,2,Adoption,Foreign,M/F couple,Female,1-4 years,18
1231,Order granted,2015,2,Adoption,Foreign,M/F couple,Female,15-17 years,6
1232,Order granted,2015,2,Adoption,Foreign,M/F couple,Female,5-9 years,3
1233,Order granted,2015,2,Adoption,Foreign,M/F couple,Male,1-4 years,18
1234,Order granted,2015,2,Adoption,Foreign,M/F couple,Male,10-14 years,3
1235,Order granted,2015,2,Adoption,Foreign,M/F couple,Male,5-9 years,6
1236,Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,1-4 years,3
1237,Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,5-9 years,3
1238,Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1239,Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,15-17 years,3
1240,Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,5-9 years,3
1241,Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1242,Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,5-9 years,9
1243,Order granted,2015,2,Adoption,Foreign,Step parent,Female,10-14 years,3
1244,Order granted,2015,2,Adoption,Foreign,Step parent,Female,15-17 years,6
1245,Order granted,2015,2,Adoption,Foreign,Step parent,Female,5-9 years,6
1246,Order granted,2015,3,Adoption,Foreign,M/F couple,Female,1-4 years,18
1247,Order granted,2015,3,Adoption,Foreign,M/F couple,Female,5-9 years,12
1248,Order granted,2015,3,Adoption,Foreign,M/F couple,Male,1-4 years,15
1249,Order granted,2015,3,Adoption,Foreign,M/F couple,Male,10-14 years,6
1250,Order granted,2015,3,Adoption,Foreign,M/F couple,Male,5-9 years,3
1251,Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,10-14 years,12
1252,Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,15-17 years,6
1253,Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1254,Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,Other,3
1255,Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,10-14 years,9
1256,Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,15-17 years,6
1257,Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,5-9 years,9
1258,Order granted,2015,3,Adoption,Foreign,Step parent,Female,10-14 years,6
1259,Order granted,2015,3,Adoption,Foreign,Step parent,Female,15-17 years,6
1260,Order granted,2015,3,Adoption,Foreign,Step parent,Female,Other,3
1261,Order granted,2015,3,Adoption,Foreign,Step parent,Male,10-14 years,3
1262,Order granted,2015,3,Adoption,Foreign,Step parent,Male,15-17 years,9
1263,Order granted,2015,3,Adoption,Foreign,Step parent,Male,5-9 years,3
1264,Order granted,2015,3,Adoption,Foreign,Step parent,Male,Other,3
1265,Order granted,2015,4,Adoption,Foreign,M/F couple,Female,1-4 years,15
1266,Order granted,2015,4,Adoption,Foreign,M/F couple,Female,10-14 years,3
1267,Order granted,2015,4,Adoption,Foreign,M/F couple,Female,5-9 years,3
1268,Order granted,2015,4,Adoption,Foreign,M/F couple,Male,1-4 years,24
1269,Order granted,2015,4,Adoption,Foreign,M/F couple,Male,10-14 years,6
1270,Order granted,2015,4,Adoption,Foreign,M/F couple,Male,5-9 years,6
1271,Order granted,2015,4,Adoption,Foreign,Other or not stated,Male,10-14 years,3
1272,Order granted,2015,4,Adoption,Foreign,Same sex couple,Female,1-4 years,3
1273,Order granted,2015,4,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1274,Order granted,2015,4,Adoption,Foreign,Sole applicant,Female,10-14 years,3
1275,Order granted,2015,4,Adoption,Foreign,Sole applicant,Female,15-17 years,3
1276,Order granted,2015,4,Adoption,Foreign,Sole applicant,Female,5-9 years,15
1277,Order granted,2015,4,Adoption,Foreign,Sole applicant,Female,<1 year,3
1278,Order granted,2015,4,Adoption,Foreign,Sole applicant,Female,Other,3
1279,Order granted,2015,4,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1280,Order granted,2015,4,Adoption,Foreign,Sole applicant,Male,10-14 years,12
1281,Order granted,2015,4,Adoption,Foreign,Sole applicant,Male,15-17 years,6
1282,Order granted,2015,4,Adoption,Foreign,Sole applicant,Male,5-9 years,12
1283,Order granted,2015,4,Adoption,Foreign,Sole applicant,Male,Other,3
1284,Order granted,2015,4,Adoption,Foreign,Step parent,Female,1-4 years,3
